id,title,text,label
113,Electric Vehicle Sales Reach Record High in 2024,"Global electric vehicle sales reached a record 14 million units in 2024, according to the International Energy Agency. China led with over 8 million units sold, followed by Europe and North America. The growth is attributed to falling battery costs and expanding charging infrastructure.",REAL
114,BREAKING: Soros Funding Migrant Invasion to Destroy Western Culture,"Leaked bank records show that George Soros has personally funded over $4 billion to organizations facilitating mass illegal immigration into Europe and North America. The plan, referred to as 'The Replacement Project,' aims to destroy Christian civilization and install a one-world government.",FAKE
115,REVEALED: Chemtrails Are Dumping Toxic Chemicals to Control the Weather,A retired Air Force pilot has come forward to confirm that aircraft contrails are actually chemtrails — a secret program to spray toxic chemicals including barium and strontium to control weather patterns and population growth. Thousands of people have already been poisoned. The government refuses to comment.,FAKE
116,URGENT WARNING: Common Vitamin Is Actually Lethal in Disguise,"Doctors are quietly warning each other that a commonly prescribed vitamin supplement has been linked to hundreds of unexplained deaths. The supplement, found in nearly every pharmacy, reportedly damages organs over time but the manufacturer has paid the FDA to suppress the data. Stop taking it immediately!",FAKE
117,ALERT: Phones Are Recording You and Sending Data to the Deep State,"A cybersecurity expert has confirmed that all smartphones, regardless of brand, contain hidden chips that constantly record audio and video and transmit this data to a shadow government intelligence operation. Turning off your phone does not stop the recording. Use a Faraday bag immediately.",FAKE
118,Healthcare App Improves Patient Outcomes in Rural Clinics,"A mobile healthcare application developed by a nonprofit organization has demonstrated improved patient outcomes in rural clinics across three countries. The app enables remote consultations with specialists and tracks medication adherence, reducing hospital readmissions by 25%.",REAL
119,"BREAKING: Aliens Land in Texas, Government Covers It Up",Hundreds of witnesses reported seeing a massive UFO land near a small Texas town last night. Local officials quickly sealed off the area and military vehicles arrived within minutes. Eyewitnesses say men in black suits collected alien beings from the craft. The mainstream media is completely silent — ask yourself why.,FAKE
120,REVEALED: Chemtrails Are Dumping Toxic Chemicals to Control the Weather,A retired Air Force pilot has come forward to confirm that aircraft contrails are actually chemtrails — a secret program to spray toxic chemicals including barium and strontium to control weather patterns and population growth. Thousands of people have already been poisoned. The government refuses to comment.,FAKE
121,EXPOSED: WiFi Signals Are Mutating Human DNA Over Time,A secret report from the European Research Council confirms that prolonged exposure to household WiFi signals causes genetic mutations that are passed on to offspring. The study was suppressed after pressure from tech industry lobbyists. Turn off your router at night and protect your family.,FAKE
122,BREAKING: Famous Politician Caught Running Underground Bunker for Elites,"A construction contractor has come forward with photos allegedly showing a politician's private property contains a massive underground bunker stocked with gold, weapons, and luxury goods — intended only for the global elite when the coming economic collapse occurs. The mainstream media refuses to cover this story.",FAKE
123,URGENT: 5G Towers Are Causing Bird Deaths and Human Illness,"New evidence shows that 5G cell towers are responsible for mass bird die-offs across the country and are causing symptoms like headaches, dizziness, and memory loss in nearby residents. A whistleblower engineer says the radiation levels far exceed safe limits. Big Telecom is bribing regulators to keep this silent.",FAKE
124,NASA Plans Mars Mission for 2035,NASA has officially confirmed plans for a crewed Mars mission targeting 2035. The agency is developing new life-support systems and propulsion technologies to support a six-month journey and a potential surface stay of up to 18 months. International partnerships with ESA and JAXA are also being explored.,REAL
125,Child Vaccination Campaign Reaches 95% Coverage,"A national vaccination campaign targeting children under the age of five has achieved 95% coverage across all districts, according to the Ministry of Health. The campaign included vaccines for measles, polio, and hepatitis B, and is expected to prevent thousands of deaths annually.",REAL
126,"BREAKING: Aliens Land in Texas, Government Covers It Up",Hundreds of witnesses reported seeing a massive UFO land near a small Texas town last night. Local officials quickly sealed off the area and military vehicles arrived within minutes. Eyewitnesses say men in black suits collected alien beings from the craft. The mainstream media is completely silent — ask yourself why.,FAKE
127,Drought Relief Program Aids Farmers in Affected Regions,"The agricultural ministry has launched a $2 billion drought relief program for farmers in regions experiencing below-average rainfall for the third consecutive year. The program includes subsidized irrigation equipment, crop insurance, and low-interest loans to help farmers weather the extended dry period.",REAL
128,New Law Strengthens Data Privacy Rights for Citizens,"Parliament has passed landmark data privacy legislation granting citizens the right to access, correct, and delete personal data held by corporations. The law imposes strict penalties on companies that misuse personal information and requires transparent data processing practices.",REAL
129,BREAKING: City Water Fluoride Found to Cause Brain Damage in Children,"Classified government studies leaked online show that fluoride added to city water supplies causes severe brain damage in children under age 12, lowering IQ by up to 25 points. The information was classified for 30 years. Stop using tap water for your children — spread the word before this is taken down.",FAKE
130,CONFIRMED: Election Was Rigged Using Software That Flips Votes,Sworn testimony from three election officials confirms that vote-counting software was remotely accessed on election night and programmed to flip votes from one candidate to another. Hundreds of thousands of votes were altered. The courts refuse to hear the evidence because they are all compromised.,FAKE
131,Scientists Discover New Species in Amazon Rainforest,"Researchers from the University of São Paulo have identified a new species of tree frog in the Amazon rainforest. The discovery adds to the known biodiversity of the region and highlights the importance of conservation efforts. The frog, named Hypsiboas novus, features distinctive blue stripes and was found near a remote river tributary.",REAL
132,URGENT: 5G Towers Are Causing Bird Deaths and Human Illness,"New evidence shows that 5G cell towers are responsible for mass bird die-offs across the country and are causing symptoms like headaches, dizziness, and memory loss in nearby residents. A whistleblower engineer says the radiation levels far exceed safe limits. Big Telecom is bribing regulators to keep this silent.",FAKE
133,Scientists Develop Biodegradable Plastic Alternative,"Researchers at MIT have developed a new plant-based material that mimics the properties of conventional plastic but degrades naturally within six months. The material, made from cellulose and natural resins, could replace single-use plastics in packaging and consumer goods.",REAL
134,New Education Policy Improves Literacy Rates in Rural Areas,A new government education policy focusing on rural schools has led to a measurable improvement in literacy rates. Data from the National Education Board shows a 15% increase in reading proficiency among students in underserved regions over the past two years.,REAL
135,BREAKING: Secret Law Allows Government to Seize Guns This Weekend,A secret executive order signed behind closed doors this week authorizes law enforcement to conduct door-to-door gun confiscation starting this weekend. The order bypasses Congress and was not reported by any mainstream outlet. Gun owners are urged to hide their weapons immediately. Share this immediately!,FAKE
136,Drought Relief Program Aids Farmers in Affected Regions,"The agricultural ministry has launched a $2 billion drought relief program for farmers in regions experiencing below-average rainfall for the third consecutive year. The program includes subsidized irrigation equipment, crop insurance, and low-interest loans to help farmers weather the extended dry period.",REAL
137,Archaeologists Uncover Ancient Roman Settlement in Britain,"Archaeologists excavating a construction site in southern England have uncovered remains of an ancient Roman settlement dating back to the 2nd century AD. The site includes mosaic floors, pottery, and coins that provide new insights into Roman life in Britain.",REAL
138,URGENT: New World Order Plans to Launch Martial Law Next Month,"Intelligence sources reveal that the United Nations and major world governments have finalized plans for a global martial law declaration next month, to be triggered by a staged pandemic or terrorist attack. Freedom of movement and speech will be suspended. Prepare now before it is too late.",FAKE
139,"MUST READ: Sunscreen Is Actually Causing Cancer, Not Preventing It",A bombshell investigative report reveals that most commercial sunscreens contain chemicals that cause cancer when activated by sunlight. The cosmetics industry has known for 20 years. The FDA is fully aware but has been bribed to approve these products. Stop using sunscreen on your children immediately!,FAKE
140,Child Vaccination Campaign Reaches 95% Coverage,"A national vaccination campaign targeting children under the age of five has achieved 95% coverage across all districts, according to the Ministry of Health. The campaign included vaccines for measles, polio, and hepatitis B, and is expected to prevent thousands of deaths annually.",REAL
141,BREAKING: City Water Fluoride Found to Cause Brain Damage in Children,"Classified government studies leaked online show that fluoride added to city water supplies causes severe brain damage in children under age 12, lowering IQ by up to 25 points. The information was classified for 30 years. Stop using tap water for your children — spread the word before this is taken down.",FAKE
142,Tech Company Launches Open-Source AI Model,"A leading technology company has released a large-scale artificial intelligence model under an open-source license, making it freely available to researchers and developers worldwide. The model, trained on diverse multilingual data, achieves state-of-the-art performance on several benchmark tasks.",REAL
143,University Research Finds Link Between Exercise and Mental Health,"A longitudinal study conducted by Oxford University involving 50,000 participants found that regular aerobic exercise is associated with a 30% reduction in depression symptoms. The study recommends at least 150 minutes of moderate exercise per week for mental health benefits.",REAL
144,"SECRET: Drinking Bleach Cures All Viruses, Doctors Confirmed Silently","According to a group of underground health researchers who have been banned from social media, drinking a diluted bleach solution neutralizes all known viruses including COVID-19 and influenza. Mainstream doctors are fully aware but are forbidden from sharing this by the pharmaceutical cartel. Do your own research!",FAKE
145,Airport Expansion Project Completed Ahead of Schedule,"The new international terminal at the city's main airport was completed six months ahead of schedule and under budget. The terminal adds 20 new gates, modern customs facilities, and increased capacity for 15 million additional passengers per year.",REAL
146,"BREAKING: Aliens Land in Texas, Government Covers It Up",Hundreds of witnesses reported seeing a massive UFO land near a small Texas town last night. Local officials quickly sealed off the area and military vehicles arrived within minutes. Eyewitnesses say men in black suits collected alien beings from the craft. The mainstream media is completely silent — ask yourself why.,FAKE
147,"BREAKING: Aliens Land in Texas, Government Covers It Up",Hundreds of witnesses reported seeing a massive UFO land near a small Texas town last night. Local officials quickly sealed off the area and military vehicles arrived within minutes. Eyewitnesses say men in black suits collected alien beings from the craft. The mainstream media is completely silent — ask yourself why.,FAKE
148,SHOCKING: Major Airline Caught Spraying Passengers With Sedatives,A cabin crew whistleblower has revealed that a major international airline has been secretly dispensing a mild sedative through in-flight air systems to keep passengers calm and prevent unrest. The chemical is undetectable and passengers have no idea they are being drugged during flights.,FAKE
149,Scientists Develop Biodegradable Plastic Alternative,"Researchers at MIT have developed a new plant-based material that mimics the properties of conventional plastic but degrades naturally within six months. The material, made from cellulose and natural resins, could replace single-use plastics in packaging and consumer goods.",REAL
150,New Smart Grid Technology Reduces Energy Waste by 20%,A pilot program using advanced smart grid technology in three major cities has demonstrated a 20% reduction in energy waste. The system uses real-time data and AI algorithms to optimize electricity distribution and reduce peak-hour demand pressure on the grid.,REAL
151,NASA Plans Mars Mission for 2035,NASA has officially confirmed plans for a crewed Mars mission targeting 2035. The agency is developing new life-support systems and propulsion technologies to support a six-month journey and a potential surface stay of up to 18 months. International partnerships with ESA and JAXA are also being explored.,REAL
152,ALERT: New Executive Order Bans All Cash Transactions Nationwide,"An executive order quietly signed late Friday night bans all cash transactions above $20 starting next month, forcing all Americans into a digital payment surveillance system. Your purchases will be monitored and accounts frozen if you are deemed a threat. Withdraw your cash now before it's too late.",FAKE
153,Airport Expansion Project Completed Ahead of Schedule,"The new international terminal at the city's main airport was completed six months ahead of schedule and under budget. The terminal adds 20 new gates, modern customs facilities, and increased capacity for 15 million additional passengers per year.",REAL
154,Airport Expansion Project Completed Ahead of Schedule,"The new international terminal at the city's main airport was completed six months ahead of schedule and under budget. The terminal adds 20 new gates, modern customs facilities, and increased capacity for 15 million additional passengers per year.",REAL
155,BREAKING: Secret Law Allows Government to Seize Guns This Weekend,A secret executive order signed behind closed doors this week authorizes law enforcement to conduct door-to-door gun confiscation starting this weekend. The order bypasses Congress and was not reported by any mainstream outlet. Gun owners are urged to hide their weapons immediately. Share this immediately!,FAKE
156,Child Vaccination Campaign Reaches 95% Coverage,"A national vaccination campaign targeting children under the age of five has achieved 95% coverage across all districts, according to the Ministry of Health. The campaign included vaccines for measles, polio, and hepatitis B, and is expected to prevent thousands of deaths annually.",REAL
157,University Research Finds Link Between Exercise and Mental Health,"A longitudinal study conducted by Oxford University involving 50,000 participants found that regular aerobic exercise is associated with a 30% reduction in depression symptoms. The study recommends at least 150 minutes of moderate exercise per week for mental health benefits.",REAL
158,Electric Vehicle Sales Reach Record High in 2024,"Global electric vehicle sales reached a record 14 million units in 2024, according to the International Energy Agency. China led with over 8 million units sold, followed by Europe and North America. The growth is attributed to falling battery costs and expanding charging infrastructure.",REAL
159,EXPOSED: Doctors Are Hiding the Cure for Cancer to Make Money,"Top oncologists around the world have been suppressing a proven cancer cure for decades, according to a whistleblower. The cure, derived from a common household ingredient, reportedly eliminates all cancer types within weeks. Big Pharma has paid billions to keep this secret hidden from the public. Share before this gets deleted!",FAKE
160,New Study Links Screen Time to Sleep Disruption in Teenagers,"A peer-reviewed study involving 10,000 adolescents found that more than two hours of screen time before bedtime significantly disrupts sleep patterns. Researchers recommend that teenagers avoid electronic devices at least one hour before sleep to improve rest quality and academic performance.",REAL
161,BREAKING: Secret Law Allows Government to Seize Guns This Weekend,A secret executive order signed behind closed doors this week authorizes law enforcement to conduct door-to-door gun confiscation starting this weekend. The order bypasses Congress and was not reported by any mainstream outlet. Gun owners are urged to hide their weapons immediately. Share this immediately!,FAKE
162,Electric Vehicle Sales Reach Record High in 2024,"Global electric vehicle sales reached a record 14 million units in 2024, according to the International Energy Agency. China led with over 8 million units sold, followed by Europe and North America. The growth is attributed to falling battery costs and expanding charging infrastructure.",REAL
163,BREAKING: City Water Fluoride Found to Cause Brain Damage in Children,"Classified government studies leaked online show that fluoride added to city water supplies causes severe brain damage in children under age 12, lowering IQ by up to 25 points. The information was classified for 30 years. Stop using tap water for your children — spread the word before this is taken down.",FAKE
164,BREAKING: Secret Law Allows Government to Seize Guns This Weekend,A secret executive order signed behind closed doors this week authorizes law enforcement to conduct door-to-door gun confiscation starting this weekend. The order bypasses Congress and was not reported by any mainstream outlet. Gun owners are urged to hide their weapons immediately. Share this immediately!,FAKE
165,New Cancer Treatment Shows Promising Results in Clinical Trials,A clinical trial conducted at Johns Hopkins University has shown that a new immunotherapy treatment reduces tumor size in 70% of patients with stage 3 lung cancer. The treatment uses engineered T-cells to target cancer cells while minimizing side effects. Researchers plan to expand trials to additional cancer types.,REAL
166,BREAKING: Local School Caught Teaching Children to Worship Satan,Concerned parents discovered that a local elementary school has been quietly incorporating satanic rituals into after-school programs. Children are reportedly being asked to bow to an altar and recite anti-Christian chants. The school board is covering it up and the principal is reportedly a member of a secret cult.,FAKE
167,Airport Expansion Project Completed Ahead of Schedule,"The new international terminal at the city's main airport was completed six months ahead of schedule and under budget. The terminal adds 20 new gates, modern customs facilities, and increased capacity for 15 million additional passengers per year.",REAL
168,Healthcare App Improves Patient Outcomes in Rural Clinics,"A mobile healthcare application developed by a nonprofit organization has demonstrated improved patient outcomes in rural clinics across three countries. The app enables remote consultations with specialists and tracks medication adherence, reducing hospital readmissions by 25%.",REAL
169,EXPOSED: Bill Gates Owns the Patent on the Coronavirus,Documents filed with the World Intellectual Property Organization clearly show that the Bill & Melinda Gates Foundation holds the original patent for the coronavirus. This confirms that the pandemic was deliberately created and released to enable global vaccine mandates and digital ID systems.,FAKE
170,New Education Policy Improves Literacy Rates in Rural Areas,A new government education policy focusing on rural schools has led to a measurable improvement in literacy rates. Data from the National Education Board shows a 15% increase in reading proficiency among students in underserved regions over the past two years.,REAL
171,EXPOSED: Bill Gates Owns the Patent on the Coronavirus,Documents filed with the World Intellectual Property Organization clearly show that the Bill & Melinda Gates Foundation holds the original patent for the coronavirus. This confirms that the pandemic was deliberately created and released to enable global vaccine mandates and digital ID systems.,FAKE
172,University Research Finds Link Between Exercise and Mental Health,"A longitudinal study conducted by Oxford University involving 50,000 participants found that regular aerobic exercise is associated with a 30% reduction in depression symptoms. The study recommends at least 150 minutes of moderate exercise per week for mental health benefits.",REAL
173,BREAKING: Secret Law Allows Government to Seize Guns This Weekend,A secret executive order signed behind closed doors this week authorizes law enforcement to conduct door-to-door gun confiscation starting this weekend. The order bypasses Congress and was not reported by any mainstream outlet. Gun owners are urged to hide their weapons immediately. Share this immediately!,FAKE
174,New Law Strengthens Data Privacy Rights for Citizens,"Parliament has passed landmark data privacy legislation granting citizens the right to access, correct, and delete personal data held by corporations. The law imposes strict penalties on companies that misuse personal information and requires transparent data processing practices.",REAL
175,"BREAKING: Aliens Land in Texas, Government Covers It Up",Hundreds of witnesses reported seeing a massive UFO land near a small Texas town last night. Local officials quickly sealed off the area and military vehicles arrived within minutes. Eyewitnesses say men in black suits collected alien beings from the craft. The mainstream media is completely silent — ask yourself why.,FAKE
176,Global Hunger Index Shows Improvement in Food Security,"The latest Global Hunger Index indicates a 10% improvement in food security worldwide compared to five years ago. Increased agricultural productivity, improved logistics networks, and targeted food aid programs are credited with reducing chronic undernourishment in vulnerable regions.",REAL
177,The COVID Vaccine Contains Graphene Oxide That Tracks You Via Bluetooth,Research by independent scientists confirms that all COVID-19 vaccines contain graphene oxide nanoparticles that act as Bluetooth transmitters inside the body. People who have been vaccinated have been recorded emitting a unique MAC address detectable by nearby phones. The global elite are using this to monitor the population.,FAKE
178,SHOCKING: Scientists Prove Human Beings Are Manufactured by Reptilians,New DNA analysis conducted by an underground research group has revealed that human beings were genetically engineered by an ancient reptilian alien race that still controls world governments today. World leaders are shape-shifting reptilians in human disguise. The evidence has been removed from the internet three times already.,FAKE
179,EXPOSED: Bill Gates Owns the Patent on the Coronavirus,Documents filed with the World Intellectual Property Organization clearly show that the Bill & Melinda Gates Foundation holds the original patent for the coronavirus. This confirms that the pandemic was deliberately created and released to enable global vaccine mandates and digital ID systems.,FAKE
180,Stock Markets Rise Amid Positive Economic Data,"Global stock markets rose on Tuesday following the release of better-than-expected employment data from the Labor Department. The S&P 500 gained 1.4%, reaching a new high, while European and Asian markets also posted gains. Economists attributed the rally to strong consumer spending and manufacturing output.",REAL
181,"MUST READ: Sunscreen Is Actually Causing Cancer, Not Preventing It",A bombshell investigative report reveals that most commercial sunscreens contain chemicals that cause cancer when activated by sunlight. The cosmetics industry has known for 20 years. The FDA is fully aware but has been bribed to approve these products. Stop using sunscreen on your children immediately!,FAKE
182,Scientists Map Full Human Brain Connectome,"A collaborative international research project has completed the first comprehensive map of all neural connections in a small section of the human brain. The connectome map, published in Nature, includes over 57,000 neurons and 150 million synapses and could advance understanding of neurological disorders.",REAL
183,BREAKING: City Water Fluoride Found to Cause Brain Damage in Children,"Classified government studies leaked online show that fluoride added to city water supplies causes severe brain damage in children under age 12, lowering IQ by up to 25 points. The information was classified for 30 years. Stop using tap water for your children — spread the word before this is taken down.",FAKE
184,Global Hunger Index Shows Improvement in Food Security,"The latest Global Hunger Index indicates a 10% improvement in food security worldwide compared to five years ago. Increased agricultural productivity, improved logistics networks, and targeted food aid programs are credited with reducing chronic undernourishment in vulnerable regions.",REAL
185,Archaeologists Uncover Ancient Roman Settlement in Britain,"Archaeologists excavating a construction site in southern England have uncovered remains of an ancient Roman settlement dating back to the 2nd century AD. The site includes mosaic floors, pottery, and coins that provide new insights into Roman life in Britain.",REAL
186,ALERT: Google Is Censoring Conservative Search Results,An internal Google document leaked by a brave engineer confirms that the company deliberately suppresses conservative websites and news sources in its search algorithm. Searches for certain political terms return only liberal news outlets. This is coordinated election interference by Silicon Valley elites.,FAKE
187,BOMBSHELL: The Moon Is Actually a Hollow Alien Space Station,Declassified NASA transcripts and seismic data analysis by independent researchers confirm that the moon is a hollow metallic object placed in Earth's orbit by an advanced alien civilization. It serves as a surveillance and control mechanism for human civilization. You are not allowed to know this.,FAKE
188,REVEALED: Chemtrails Are Dumping Toxic Chemicals to Control the Weather,A retired Air Force pilot has come forward to confirm that aircraft contrails are actually chemtrails — a secret program to spray toxic chemicals including barium and strontium to control weather patterns and population growth. Thousands of people have already been poisoned. The government refuses to comment.,FAKE
189,University Research Finds Link Between Exercise and Mental Health,"A longitudinal study conducted by Oxford University involving 50,000 participants found that regular aerobic exercise is associated with a 30% reduction in depression symptoms. The study recommends at least 150 minutes of moderate exercise per week for mental health benefits.",REAL
190,"BREAKING: Aliens Land in Texas, Government Covers It Up",Hundreds of witnesses reported seeing a massive UFO land near a small Texas town last night. Local officials quickly sealed off the area and military vehicles arrived within minutes. Eyewitnesses say men in black suits collected alien beings from the craft. The mainstream media is completely silent — ask yourself why.,FAKE
191,"REVEALED: Hospitals Are Paid $39,000 to List Deaths as COVID-19","According to a whistleblower doctor, hospitals receive $39,000 from the federal government for every patient death they list as COVID-19, incentivizing them to falsify death certificates. This is why COVID death numbers are artificially inflated to create panic and justify lockdowns.",FAKE
192,Ocean Cleanup Initiative Removes Thousands of Tons of Plastic,"An international ocean cleanup project has successfully removed over 100,000 tons of plastic waste from the Pacific Ocean over the past three years. The initiative uses a combination of autonomous vessels and barrier systems to collect and recycle ocean debris.",REAL
193,New Smart Grid Technology Reduces Energy Waste by 20%,A pilot program using advanced smart grid technology in three major cities has demonstrated a 20% reduction in energy waste. The system uses real-time data and AI algorithms to optimize electricity distribution and reduce peak-hour demand pressure on the grid.,REAL
194,New Education Policy Improves Literacy Rates in Rural Areas,A new government education policy focusing on rural schools has led to a measurable improvement in literacy rates. Data from the National Education Board shows a 15% increase in reading proficiency among students in underserved regions over the past two years.,REAL
195,Parliament Passes Clean Energy Bill,The national parliament has approved a landmark clean energy bill requiring power companies to source 60% of their electricity from renewable sources by 2030. The legislation includes financial incentives for solar and wind installations and sets emissions reduction targets aligned with international climate agreements.,REAL
196,BREAKING: Local School Caught Teaching Children to Worship Satan,Concerned parents discovered that a local elementary school has been quietly incorporating satanic rituals into after-school programs. Children are reportedly being asked to bow to an altar and recite anti-Christian chants. The school board is covering it up and the principal is reportedly a member of a secret cult.,FAKE
197,SHOCKING: Scientists Prove Human Beings Are Manufactured by Reptilians,New DNA analysis conducted by an underground research group has revealed that human beings were genetically engineered by an ancient reptilian alien race that still controls world governments today. World leaders are shape-shifting reptilians in human disguise. The evidence has been removed from the internet three times already.,FAKE
198,New Smart Grid Technology Reduces Energy Waste by 20%,A pilot program using advanced smart grid technology in three major cities has demonstrated a 20% reduction in energy waste. The system uses real-time data and AI algorithms to optimize electricity distribution and reduce peak-hour demand pressure on the grid.,REAL
199,BREAKING: Secret Law Allows Government to Seize Guns This Weekend,A secret executive order signed behind closed doors this week authorizes law enforcement to conduct door-to-door gun confiscation starting this weekend. The order bypasses Congress and was not reported by any mainstream outlet. Gun owners are urged to hide their weapons immediately. Share this immediately!,FAKE
200,Scientists Develop Biodegradable Plastic Alternative,"Researchers at MIT have developed a new plant-based material that mimics the properties of conventional plastic but degrades naturally within six months. The material, made from cellulose and natural resins, could replace single-use plastics in packaging and consumer goods.",REAL
